SalesKey,DateKey,UnitCost,UnitPrice,SalesQuantity,ReturnQuantity,ReturnAmount,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount,ChannelName,StoreType,StoreName,Status,CloseReason,EmployeeCount,SellingAreaSize,GeographyType,ContinentName,RegionCountryName,PromotionName,DiscountPercent,PromotionStartDate,PromotionEndDate,ProductName,ProductDescription,Manufacturer,BrandName,ClassName,ProductSubcategory,ProductCategory,MonthName,DayOfWeekName,Year,QuarterOfYear,MonthOfYear,DayOfMonth
3294951,2023-04-15 00:00:00.000,195.24,382.95,10,1,382.95,0,0,1757.16,3829.5,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Laptop12 M210 Black","80GB hard drive, 512MB memory","Proseware, Inc.","Proseware","Regular","Laptops","Computers","April","Saturday",2023,2,4,15
3100231,2022-04-16 00:00:00.000,133.36,290,10,1,290,0,0,1200.24,2900,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Pen Touch Screen Phones M320 Black","Up to 288 hours (12 days) of standby time, what's in the box: handset, battery, charger, 1 GB Micro SD memory card, USB cable, wired stereo hands free headset, quick start guide","Contoso, Ltd","Contoso","Regular","Touch Screen Phones","Cell phones","April","Saturday",2022,2,4,16
159644,2022-04-02 00:00:00.000,133.36,290,10,1,290,0,0,1200.24,2900,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black","Touch 3G phone with 2MP camera and 2.6"" TFT-LCD with backlight LED touch-sensitive screen","The Phone Company","The Phone Company","Regular","Touch Screen Phones","Cell phones","April","Saturday",2022,2,4,2
2070395,2022-04-02 00:00:00.000,13.33,28.99,10,1,28.99,0,0,119.97,289.9,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Hybrid system M60 Black","Dual Keypad, talking caller ID, handset speaker phone, expandable up to 6 handsets","Contoso, Ltd","Contoso","Regular","Home & Office Phones","Cell phones","April","Saturday",2022,2,4,2
516148,2023-04-22 00:00:00.000,13.33,28.99,10,1,28.99,0,0,119.97,289.9,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Hybrid system M60 Black","Dual Keypad, talking caller ID, handset speaker phone, expandable up to 6 handsets","Contoso, Ltd","Contoso","Regular","Home & Office Phones","Cell phones","April","Saturday",2023,2,4,22
372595,2023-04-01 00:00:00.000,73.12,159,10,1,159,0,0,658.08,1590,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green","9.4 x 5.5 x 13 inches, 6.9 pounds, 15 seconds per page transmission time","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Saturday",2023,2,4,1
1637698,2023-04-29 00:00:00.000,13.75,29.9,10,1,29.9,0,0,123.75,299,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso USB 2.0 Dock Station docking station M800 Black","USB 2.0 dock station docking station","Contoso, Ltd","Contoso","Regular","Computers Accessories","Computers","April","Saturday",2023,2,4,29
832848,2022-04-16 00:00:00.000,86.68,188.5,10,1,188.5,0,0,780.12,1885,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum Advanced Digital Camera M300 Orange","Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz","A. Datum Corporation","A. Datum","Regular","Digital Cameras","Cameras and camcorders","April","Saturday",2022,2,4,16
319896,2022-04-23 00:00:00.000,123.24,268,10,1,268,0,0,1109.16,2680,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey","It comes with headphone, double battery (rechargeable), USB cable, charger and user's manual","The Phone Company","The Phone Company","Regular","Touch Screen Phones","Cell phones","April","Saturday",2022,2,4,23
2227596,2023-04-08 00:00:00.000,99.06,299,10,1,299,0,0,891.54,2990,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"WWI Screen 113in M1610 Silver","16:9 aspect ratio-113in, dual wall and ceiling - perfect for home / business","Wide World Importers","Wide World Importers","Regular","Projectors & Screens","Computers","April","Saturday",2023,2,4,8
1587108,2022-04-30 00:00:00.000,195.26,383,10,1,383,0,0,1757.34,3830,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Fabrikam Laptop10.1 M0100 White","80GB hard drive, 1GB RAM integrated 802.11b/g Wi-Fi Certified","Fabrikam, Inc.","Fabrikam","Regular","Laptops","Computers","April","Saturday",2022,2,4,30
2051018,2022-04-30 00:00:00.000,55.64,121,10,1,121,0,0,500.76,1210,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Scan Jet Digital Flat Bed Scanner M300 Black","7.2 x 18 x 15.1 inches, Scan Jet Digital Flat Bed Scanner","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Saturday",2022,2,4,30
2971053,2022-04-30 00:00:00.000,275.92,600,10,1,600,0,0,2483.28,6000,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey","720i or 720p high definition or standard definition, 4mm, 47.3º","Fabrikam, Inc.","Fabrikam","Regular","Camcorders","Cameras and camcorders","April","Saturday",2022,2,4,30
167141,2022-04-30 00:00:00.000,331.32,1000,10,1,1000,0,0,2981.88,10000,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Fabrikam Trendsetter 1"" 25mm X400 Blue","1080i or 1080p high definition","Fabrikam, Inc.","Fabrikam","Regular","Camcorders","Cameras and camcorders","April","Saturday",2022,2,4,30
986420,2022-04-30 00:00:00.000,244.72,480,10,1,480,0,0,2202.48,4800,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Home Theater System 4.1 Channel M1420 White","4.1 channel front surround","Contoso, Ltd","Contoso","Regular","Home Theater System","TV and Video","April","Saturday",2022,2,4,30
728574,2022-04-30 00:00:00.000,105.77,230,10,1,230,0,0,951.93,2300,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Smart phones 6-LINE SCREEN M21 Grey","Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Saturday",2022,2,4,30
2835517,2022-04-30 00:00:00.000,84.84,184.5,10,1,184.5,0,0,763.56,1845,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum Consumer Digital Camera M300 Azure","Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz","A. Datum Corporation","A. Datum","Regular","Digital Cameras","Cameras and camcorders","April","Saturday",2022,2,4,30
2413572,2022-04-30 00:00:00.000,10.57,22.99,10,1,22.99,0,0,95.13,229.9,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Waterproof Accessory Handset and Charging Cradle M609 White","Waterproof Accessory Handset and Charging Cradle","Contoso, Ltd","Contoso","Regular","Home & Office Phones","Cell phones","April","Saturday",2022,2,4,30
2752970,2023-04-18 00:00:00.000,155.43,338,10,1,338,0,0,1398.87,3380,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum SLR Camera 35"" M358 Orange","Digital camera – SLR, 5.2 in x 2.8 in x 3.7 in, 19.2 oz","A. Datum Corporation","A. Datum","Regular","Digital SLR Cameras","Cameras and camcorders","April","Tuesday",2023,2,4,18
506322,2023-04-18 00:00:00.000,134.74,293,10,1,293,0,0,1212.66,2930,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Touch Screen Phones SAW/On-wall M806 Black","5MP camera FM radio - international version with no warranty","The Phone Company","The Phone Company","Regular","Touch Screen Phones","Cell phones","April","Tuesday",2023,2,4,18
2580261,2023-04-18 00:00:00.000,6.39,13.89,10,1,13.89,0,0,57.51,138.9,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso DVD 58 DVD Storage Binder M55 Black","Store your CDs or DVDs in these beautiful binders, designed to look like books","Contoso, Ltd","Contoso","Regular","Movie DVD","Music, Movies and Audio Books","April","Tuesday",2023,2,4,18
817857,2023-04-18 00:00:00.000,87.37,190,10,1,190,0,0,786.33,1900,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey","17.2 x 5.5 x 8.1 inches. 8.4 pounds, office jet wireless all-in-one Ink jet Printer","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Tuesday",2023,2,4,18
2238804,2023-04-18 00:00:00.000,88.79,268,10,1,268,0,0,799.11,2680,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange","Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in","A. Datum Corporation","A. Datum","Regular","Digital Cameras","Cameras and camcorders","April","Tuesday",2023,2,4,18
1353733,2023-04-18 00:00:00.000,123.24,268,10,1,268,0,0,1109.16,2680,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver","Wide touch screen and full keyboard","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Tuesday",2023,2,4,18
2417375,2023-04-18 00:00:00.000,275.46,599,10,1,599,0,0,2479.14,5990,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Litware Home Theater System 4.1 Channel M410 Brown","4.1 channel front surround","Litware, Inc.","Litware","Regular","Home Theater System","TV and Video","April","Tuesday",2023,2,4,18
2941705,2023-04-18 00:00:00.000,275.46,599,10,1,599,0,0,2479.14,5990,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Litware Home Theater System 4.1 Channel M410 Silver","4.1 channel front surround","Litware, Inc.","Litware","Regular","Home Theater System","TV and Video","April","Tuesday",2023,2,4,18
